ID,日期,开盘价,收盘价,是否缺失数据，1是0否,周一,周二,周三,周四,周五,周六,周日
1194,2006/02/05,86.65,86.65,1,0,0,0,0,0,0,1
1195,2006/02/06,86.65,86.65,1,1,0,0,0,0,0,0
1196,2006/02/07,86.65,86.65,1,0,1,0,0,0,0,0
1197,2006/02/08,86.65,86.65,1,0,0,1,0,0,0,0
1198,2006/02/09,86.65,86.65,1,0,0,0,1,0,0,0
1199,2006/02/10,86.65,86.65,1,0,0,0,0,1,0,0
1200,2006/02/11,86.65,86.65,1,0,0,0,0,0,1,0
1201,2006/02/12,86.65,86.65,1,0,0,0,0,0,0,1
1202,2006/02/13,86.65,86.65,1,1,0,0,0,0,0,0
1203,2006/02/14,86.65,86.65,1,0,1,0,0,0,0,0
1204,2006/02/15,86.65,86.65,1,0,0,1,0,0,0,0
1205,2006/02/16,86.65,86.65,1,0,0,0,1,0,0,0
1206,2006/02/17,86.65,86.65,1,0,0,0,0,1,0,0
1207,2006/02/18,86.65,86.65,1,0,0,0,0,0,1,0
1208,2006/02/19,86.65,86.65,1,0,0,0,0,0,0,1
1209,2006/02/20,86.65,86.65,1,1,0,0,0,0,0,0
1210,2006/02/21,86.65,86.65,1,0,1,0,0,0,0,0
1211,2006/02/22,86.65,86.65,1,0,0,1,0,0,0,0
1212,2006/02/23,86.65,86.65,1,0,0,0,1,0,0,0
1213,2006/02/24,86.65,86.65,1,0,0,0,0,1,0,0
1214,2006/02/25,86.65,86.65,1,0,0,0,0,0,1,0
1215,2006/02/26,86.65,86.65,1,0,0,0,0,0,0,1
1216,2006/02/27,86.65,86.65,1,1,0,0,0,0,0,0
1217,2006/02/28,86.65,86.65,1,0,1,0,0,0,0,0
1218,2006/03/01,86.65,86.65,1,0,0,1,0,0,0,0
1219,2006/03/02,86.65,86.65,1,0,0,0,1,0,0,0
1220,2006/03/03,86.65,86.65,1,0,0,0,0,1,0,0
1221,2006/03/04,86.65,86.65,1,0,0,0,0,0,1,0
1222,2006/03/05,86.65,86.65,1,0,0,0,0,0,0,1
1223,2006/03/06,86.65,86.65,1,1,0,0,0,0,0,0
1224,2006/03/07,86.65,86.65,1,0,1,0,0,0,0,0
1225,2006/03/08,86.65,86.65,1,0,0,1,0,0,0,0
1226,2006/03/09,86.65,86.65,1,0,0,0,1,0,0,0
1227,2006/03/10,86.65,86.65,1,0,0,0,0,1,0,0
1228,2006/03/11,86.65,86.65,1,0,0,0,0,0,1,0
1229,2006/03/12,86.65,86.65,1,0,0,0,0,0,0,1
1230,2006/03/13,86.65,86.65,1,1,0,0,0,0,0,0
1231,2006/03/14,86.65,86.65,1,0,1,0,0,0,0,0
1232,2006/03/15,86.65,86.65,1,0,0,1,0,0,0,0
1233,2006/03/16,86.65,86.65,1,0,0,0,1,0,0,0
1234,2006/03/17,86.65,86.65,1,0,0,0,0,1,0,0
1235,2006/03/18,86.65,86.65,1,0,0,0,0,0,1,0
1236,2006/03/19,86.65,86.65,1,0,0,0,0,0,0,1
1237,2006/03/20,86.65,86.65,1,1,0,0,0,0,0,0
1238,2006/03/21,86.65,86.65,1,0,1,0,0,0,0,0
1239,2006/03/22,86.65,86.65,1,0,0,1,0,0,0,0
1240,2006/03/23,86.65,86.65,1,0,0,0,1,0,0,0
1241,2006/03/24,86.65,86.65,1,0,0,0,0,1,0,0
1242,2006/03/25,86.65,86.65,1,0,0,0,0,0,1,0
1243,2006/03/26,86.65,86.65,1,0,0,0,0,0,0,1
1244,2006/03/27,86.65,86.65,1,1,0,0,0,0,0,0
1245,2006/03/28,86.65,86.65,1,0,1,0,0,0,0,0
1246,2006/03/29,86.65,86.65,1,0,0,1,0,0,0,0
1247,2006/03/30,86.65,86.65,1,0,0,0,1,0,0,0
1248,2006/03/31,86.65,86.65,1,0,0,0,0,1,0,0
1249,2006/04/01,86.65,86.65,1,0,0,0,0,0,1,0
1250,2006/04/02,86.65,86.65,1,0,0,0,0,0,0,1
1251,2006/04/03,86.65,86.65,1,1,0,0,0,0,0,0
1252,2006/04/04,86.65,86.65,1,0,1,0,0,0,0,0
1253,2006/04/05,86.65,86.65,1,0,0,1,0,0,0,0
1254,2006/04/06,86.65,86.65,1,0,0,0,1,0,0,0
1255,2006/04/07,86.65,86.65,1,0,0,0,0,1,0,0
1256,2006/04/08,86.65,86.65,1,0,0,0,0,0,1,0
1257,2006/04/09,86.65,86.65,1,0,0,0,0,0,0,1
1258,2006/04/10,86.65,86.65,1,1,0,0,0,0,0,0
1259,2006/04/11,86.65,86.65,1,0,1,0,0,0,0,0
1260,2006/04/12,86.65,86.65,1,0,0,1,0,0,0,0
1261,2006/04/13,86.65,86.65,1,0,0,0,1,0,0,0
1262,2006/04/14,86.65,86.65,1,0,0,0,0,1,0,0
1263,2006/04/15,86.65,86.65,1,0,0,0,0,0,1,0
1264,2006/04/16,86.65,86.65,1,0,0,0,0,0,0,1
1265,2006/04/17,86.65,86.65,1,1,0,0,0,0,0,0
1266,2006/04/18,86.65,86.65,1,0,1,0,0,0,0,0
1267,2006/04/19,86.65,86.65,1,0,0,1,0,0,0,0
1268,2006/04/20,86.65,86.65,1,0,0,0,1,0,0,0
1269,2006/04/21,86.65,86.65,1,0,0,0,0,1,0,0
1270,2006/04/22,86.65,86.65,1,0,0,0,0,0,1,0
1271,2006/04/23,86.65,86.65,1,0,0,0,0,0,0,1
1272,2006/04/24,86.65,86.65,1,1,0,0,0,0,0,0
1273,2006/04/25,86.65,86.65,1,0,1,0,0,0,0,0
1274,2006/04/26,86.65,86.65,1,0,0,1,0,0,0,0
1275,2006/04/27,86.65,86.65,1,0,0,0,1,0,0,0
1276,2006/04/28,86.65,86.65,1,0,0,0,0,1,0,0
1277,2006/04/29,86.65,86.65,1,0,0,0,0,0,1,0
1278,2006/04/30,86.65,86.65,1,0,0,0,0,0,0,1
1279,2006/05/01,86.65,86.65,1,1,0,0,0,0,0,0
1280,2006/05/02,86.65,86.65,1,0,1,0,0,0,0,0
1281,2006/05/03,86.65,86.65,1,0,0,1,0,0,0,0
1282,2006/05/04,86.65,86.65,1,0,0,0,1,0,0,0
1283,2006/05/05,86.65,86.65,1,0,0,0,0,1,0,0
1284,2006/05/06,86.65,86.65,1,0,0,0,0,0,1,0
1285,2006/05/07,86.65,86.65,1,0,0,0,0,0,0,1
1286,2006/05/08,86.65,86.65,1,1,0,0,0,0,0,0
1287,2006/05/09,86.65,86.65,1,0,1,0,0,0,0,0
1288,2006/05/10,86.65,86.65,1,0,0,1,0,0,0,0
1289,2006/05/11,86.65,86.65,1,0,0,0,1,0,0,0
1290,2006/05/12,86.65,86.65,1,0,0,0,0,1,0,0
1291,2006/05/13,86.65,86.65,1,0,0,0,0,0,1,0
1292,2006/05/14,86.65,86.65,1,0,0,0,0,0,0,1
1293,2006/05/15,86.65,86.65,1,1,0,0,0,0,0,0
1294,2006/05/16,86.65,86.65,1,0,1,0,0,0,0,0
1295,2006/05/17,86.65,86.65,1,0,0,1,0,0,0,0
1296,2006/05/18,86.65,86.65,1,0,0,0,1,0,0,0
1297,2006/05/19,86.65,86.65,1,0,0,0,0,1,0,0
1298,2006/05/20,86.65,86.65,1,0,0,0,0,0,1,0
1299,2006/05/21,86.65,86.65,1,0,0,0,0,0,0,1
1300,2006/05/22,86.65,86.65,1,1,0,0,0,0,0,0
1301,2006/05/23,86.65,86.65,1,0,1,0,0,0,0,0
1302,2006/05/24,86.65,86.65,1,0,0,1,0,0,0,0
1303,2006/05/25,86.65,86.65,1,0,0,0,1,0,0,0
1304,2006/05/26,86.65,86.65,1,0,0,0,0,1,0,0
1305,2006/05/27,86.65,86.65,1,0,0,0,0,0,1,0
1306,2006/05/28,86.65,86.65,1,0,0,0,0,0,0,1
1307,2006/05/29,86.65,86.65,1,1,0,0,0,0,0,0
1308,2006/05/30,86.65,86.65,1,0,1,0,0,0,0,0
1309,2006/05/31,86.65,86.65,1,0,0,1,0,0,0,0
1310,2006/06/01,86.65,86.65,1,0,0,0,1,0,0,0
1311,2006/06/02,86.65,86.65,1,0,0,0,0,1,0,0
1312,2006/06/03,86.65,86.65,1,0,0,0,0,0,1,0
1313,2006/06/04,86.65,86.65,1,0,0,0,0,0,0,1
1314,2006/06/05,86.65,86.65,1,1,0,0,0,0,0,0
1315,2006/06/06,86.65,86.65,1,0,1,0,0,0,0,0
1316,2006/06/07,86.65,86.65,1,0,0,1,0,0,0,0
1317,2006/06/08,86.65,86.65,1,0,0,0,1,0,0,0
1318,2006/06/09,86.65,86.65,1,0,0,0,0,1,0,0
1319,2006/06/10,86.65,86.65,1,0,0,0,0,0,1,0
1320,2006/06/11,86.65,86.65,1,0,0,0,0,0,0,1
1321,2006/06/12,86.65,86.65,1,1,0,0,0,0,0,0
1322,2006/06/13,86.65,86.65,1,0,1,0,0,0,0,0
1323,2006/06/14,86.65,86.65,1,0,0,1,0,0,0,0
1324,2006/06/15,86.65,86.65,1,0,0,0,1,0,0,0
1325,2006/06/16,86.65,86.65,1,0,0,0,0,1,0,0
1326,2006/06/17,86.65,86.65,1,0,0,0,0,0,1,0
1327,2006/06/18,86.65,86.65,1,0,0,0,0,0,0,1
1328,2006/06/19,86.65,86.65,1,1,0,0,0,0,0,0
1329,2006/06/20,86.65,86.65,1,0,1,0,0,0,0,0
1330,2006/06/21,86.65,86.65,1,0,0,1,0,0,0,0
1331,2006/06/22,86.65,86.65,1,0,0,0,1,0,0,0
1332,2006/06/23,86.65,86.65,1,0,0,0,0,1,0,0
1333,2006/06/24,86.65,86.65,1,0,0,0,0,0,1,0
1334,2006/06/25,86.65,86.65,1,0,0,0,0,0,0,1
1335,2006/06/26,86.65,86.65,1,1,0,0,0,0,0,0
1336,2006/06/27,86.65,86.65,1,0,1,0,0,0,0,0
1337,2006/06/28,86.65,86.65,1,0,0,1,0,0,0,0
1338,2006/06/29,86.65,86.65,1,0,0,0,1,0,0,0
1339,2006/06/30,86.65,86.65,1,0,0,0,0,1,0,0
1340,2006/07/01,86.65,86.65,1,0,0,0,0,0,1,0
1341,2006/07/02,86.65,86.65,1,0,0,0,0,0,0,1
1342,2006/07/03,86.65,86.65,1,1,0,0,0,0,0,0
1343,2006/07/04,86.65,86.65,1,0,1,0,0,0,0,0
1344,2006/07/05,86.65,86.65,1,0,0,1,0,0,0,0
1345,2006/07/06,86.65,86.65,1,0,0,0,1,0,0,0
1346,2006/07/07,86.65,86.65,1,0,0,0,0,1,0,0
1347,2006/07/08,86.65,86.65,1,0,0,0,0,0,1,0
1348,2006/07/09,86.65,86.65,1,0,0,0,0,0,0,1
1349,2006/07/10,86.65,86.65,1,1,0,0,0,0,0,0
1350,2006/07/11,86.65,86.65,1,0,1,0,0,0,0,0
1351,2006/07/12,86.65,86.65,1,0,0,1,0,0,0,0
1352,2006/07/13,86.65,86.65,1,0,0,0,1,0,0,0
1353,2006/07/14,86.65,86.65,1,0,0,0,0,1,0,0
1354,2006/07/15,86.65,86.65,1,0,0,0,0,0,1,0
1355,2006/07/16,86.65,86.65,1,0,0,0,0,0,0,1
1356,2006/07/17,86.65,86.65,1,1,0,0,0,0,0,0
1357,2006/07/18,86.65,86.65,1,0,1,0,0,0,0,0
1358,2006/07/19,86.65,86.65,1,0,0,1,0,0,0,0
1359,2006/07/20,86.65,86.65,1,0,0,0,1,0,0,0
1360,2006/07/21,86.65,86.65,1,0,0,0,0,1,0,0
1361,2006/07/22,86.65,86.65,1,0,0,0,0,0,1,0
1362,2006/07/23,86.65,86.65,1,0,0,0,0,0,0,1
1363,2006/07/24,86.65,86.65,1,1,0,0,0,0,0,0
1364,2006/07/25,86.65,86.65,1,0,1,0,0,0,0,0
1365,2006/07/26,86.65,86.65,1,0,0,1,0,0,0,0
1366,2006/07/27,86.65,86.65,1,0,0,0,1,0,0,0
1367,2006/07/28,86.65,86.65,1,0,0,0,0,1,0,0
1368,2006/07/29,86.65,86.65,1,0,0,0,0,0,1,0
1369,2006/07/30,86.65,86.65,1,0,0,0,0,0,0,1
1370,2006/07/31,86.65,86.65,1,1,0,0,0,0,0,0
1371,2006/08/01,86.65,86.65,1,0,1,0,0,0,0,0
1372,2006/08/02,86.65,86.65,1,0,0,1,0,0,0,0
1373,2006/08/03,86.65,86.65,1,0,0,0,1,0,0,0
1374,2006/08/04,86.65,86.65,1,0,0,0,0,1,0,0
1375,2006/08/05,86.65,86.65,1,0,0,0,0,0,1,0
1376,2006/08/06,86.65,86.65,1,0,0,0,0,0,0,1
1377,2006/08/07,86.65,86.65,1,1,0,0,0,0,0,0
1378,2006/08/08,86.65,86.65,1,0,1,0,0,0,0,0
1379,2006/08/09,86.65,86.65,1,0,0,1,0,0,0,0
1380,2006/08/10,86.65,86.65,1,0,0,0,1,0,0,0
1381,2006/08/11,86.65,86.65,1,0,0,0,0,1,0,0
1382,2006/08/12,86.65,86.65,1,0,0,0,0,0,1,0
1383,2006/08/13,86.65,86.65,1,0,0,0,0,0,0,1
1384,2006/08/14,86.65,86.65,1,1,0,0,0,0,0,0
1385,2006/08/15,86.65,86.65,1,0,1,0,0,0,0,0
1386,2006/08/16,86.65,86.65,1,0,0,1,0,0,0,0
1387,2006/08/17,86.65,86.65,1,0,0,0,1,0,0,0
1388,2006/08/18,86.65,86.65,1,0,0,0,0,1,0,0
1389,2006/08/19,86.65,86.65,1,0,0,0,0,0,1,0
1390,2006/08/20,86.65,86.65,1,0,0,0,0,0,0,1
1391,2006/08/21,86.65,86.65,1,1,0,0,0,0,0,0
1392,2006/08/22,86.65,86.65,1,0,1,0,0,0,0,0
1393,2006/08/23,86.65,86.65,1,0,0,1,0,0,0,0
1394,2006/08/24,86.65,86.65,1,0,0,0,1,0,0,0
1395,2006/08/25,86.65,86.65,1,0,0,0,0,1,0,0
1396,2006/08/26,86.65,86.65,1,0,0,0,0,0,1,0
1397,2006/08/27,86.65,86.65,1,0,0,0,0,0,0,1
1398,2006/08/28,86.65,86.65,1,1,0,0,0,0,0,0
1399,2006/08/29,86.65,86.65,1,0,1,0,0,0,0,0
1400,2006/08/30,86.65,86.65,1,0,0,1,0,0,0,0
1401,2006/08/31,86.65,86.65,1,0,0,0,1,0,0,0
1402,2006/09/01,86.65,86.65,1,0,0,0,0,1,0,0
1403,2006/09/02,86.65,86.65,1,0,0,0,0,0,1,0
1404,2006/09/03,86.65,86.65,1,0,0,0,0,0,0,1
1405,2006/09/04,86.65,86.65,1,1,0,0,0,0,0,0
1406,2006/09/05,86.65,86.65,1,0,1,0,0,0,0,0
1407,2006/09/06,86.65,86.65,1,0,0,1,0,0,0,0
1408,2006/09/07,86.65,86.65,1,0,0,0,1,0,0,0
1409,2006/09/08,86.65,86.65,1,0,0,0,0,1,0,0
1410,2006/09/09,86.65,86.65,1,0,0,0,0,0,1,0
1411,2006/09/10,86.65,86.65,1,0,0,0,0,0,0,1
1412,2006/09/11,86.65,86.65,1,1,0,0,0,0,0,0
1413,2006/09/12,86.65,86.65,1,0,1,0,0,0,0,0
1414,2006/09/13,86.65,86.65,1,0,0,1,0,0,0,0
1415,2006/09/14,86.65,86.65,1,0,0,0,1,0,0,0
1416,2006/09/15,86.65,86.65,1,0,0,0,0,1,0,0
1417,2006/09/16,86.65,86.65,1,0,0,0,0,0,1,0
1418,2006/09/17,86.65,86.65,1,0,0,0,0,0,0,1
1419,2006/09/18,86.65,86.65,1,1,0,0,0,0,0,0
1420,2006/09/19,86.65,86.65,1,0,1,0,0,0,0,0
1421,2006/09/20,86.65,86.65,1,0,0,1,0,0,0,0
1422,2006/09/21,86.65,86.65,1,0,0,0,1,0,0,0
1423,2006/09/22,86.65,86.65,1,0,0,0,0,1,0,0
1424,2006/09/23,86.65,86.65,1,0,0,0,0,0,1,0
1425,2006/09/24,86.65,86.65,1,0,0,0,0,0,0,1
1426,2006/09/25,86.65,86.65,1,1,0,0,0,0,0,0
1427,2006/09/26,86.65,86.65,1,0,1,0,0,0,0,0
1428,2006/09/27,86.65,86.65,1,0,0,1,0,0,0,0
1429,2006/09/28,86.65,86.65,1,0,0,0,1,0,0,0
1430,2006/09/29,86.65,86.65,1,0,0,0,0,1,0,0
1431,2006/09/30,86.65,86.65,1,0,0,0,0,0,1,0
1432,2006/10/01,86.65,86.65,1,0,0,0,0,0,0,1
1433,2006/10/02,86.65,86.65,1,1,0,0,0,0,0,0
1434,2006/10/03,86.65,86.65,1,0,1,0,0,0,0,0
1435,2006/10/04,86.65,86.65,1,0,0,1,0,0,0,0
1436,2006/10/05,86.65,86.65,1,0,0,0,1,0,0,0
1437,2006/10/06,86.65,86.65,1,0,0,0,0,1,0,0
1438,2006/10/07,86.65,86.65,1,0,0,0,0,0,1,0
1439,2006/10/08,86.65,86.65,1,0,0,0,0,0,0,1
1440,2006/10/09,86.65,86.65,1,1,0,0,0,0,0,0
1441,2006/10/10,86.65,86.65,1,0,1,0,0,0,0,0
1442,2006/10/11,86.65,86.65,1,0,0,1,0,0,0,0
1443,2006/10/12,86.65,86.65,1,0,0,0,1,0,0,0
1444,2006/10/13,86.65,86.65,1,0,0,0,0,1,0,0
1445,2006/10/14,86.65,86.65,1,0,0,0,0,0,1,0
1446,2006/10/15,86.65,86.65,1,0,0,0,0,0,0,1
1447,2006/10/16,86.65,86.65,1,1,0,0,0,0,0,0
1448,2006/10/17,86.65,86.65,1,0,1,0,0,0,0,0
1449,2006/10/18,86.65,86.65,1,0,0,1,0,0,0,0
1450,2006/10/19,86.65,86.65,1,0,0,0,1,0,0,0
1451,2006/10/20,86.65,86.65,1,0,0,0,0,1,0,0
1452,2006/10/21,86.65,86.65,1,0,0,0,0,0,1,0
1453,2006/10/22,86.65,86.65,1,0,0,0,0,0,0,1
1454,2006/10/23,86.65,86.65,1,1,0,0,0,0,0,0
1455,2006/10/24,86.65,86.65,1,0,1,0,0,0,0,0
1456,2006/10/25,86.65,86.65,1,0,0,1,0,0,0,0
1457,2006/10/26,86.65,86.65,1,0,0,0,1,0,0,0
1458,2006/10/27,86.65,86.65,1,0,0,0,0,1,0,0
1459,2006/10/28,86.65,86.65,1,0,0,0,0,0,1,0
1460,2006/10/29,86.65,86.65,1,0,0,0,0,0,0,1
1461,2006/10/30,86.65,86.65,1,1,0,0,0,0,0,0
1462,2006/10/31,86.65,86.65,1,0,1,0,0,0,0,0
1463,2006/11/01,86.65,86.65,1,0,0,1,0,0,0,0
1464,2006/11/02,86.65,86.65,1,0,0,0,1,0,0,0
1465,2006/11/03,86.65,86.65,1,0,0,0,0,1,0,0
1466,2006/11/04,86.65,86.65,1,0,0,0,0,0,1,0
1467,2006/11/05,86.65,86.65,1,0,0,0,0,0,0,1
1468,2006/11/06,86.65,86.65,1,1,0,0,0,0,0,0
1469,2006/11/07,86.65,86.65,1,0,1,0,0,0,0,0
1470,2006/11/08,86.65,86.65,1,0,0,1,0,0,0,0
1471,2006/11/09,86.65,86.65,1,0,0,0,1,0,0,0
1472,2006/11/10,86.65,86.65,1,0,0,0,0,1,0,0
1473,2006/11/11,86.65,86.65,1,0,0,0,0,0,1,0
1474,2006/11/12,86.65,86.65,1,0,0,0,0,0,0,1
1475,2006/11/13,86.65,86.65,1,1,0,0,0,0,0,0
1476,2006/11/14,86.65,86.65,1,0,1,0,0,0,0,0
1477,2006/11/15,86.65,86.65,1,0,0,1,0,0,0,0
1478,2006/11/16,86.65,86.65,1,0,0,0,1,0,0,0
1479,2006/11/17,86.65,86.65,1,0,0,0,0,1,0,0
1480,2006/11/18,86.65,86.65,1,0,0,0,0,0,1,0
1481,2006/11/19,86.65,86.65,1,0,0,0,0,0,0,1
1482,2006/11/20,86.65,86.65,1,1,0,0,0,0,0,0
1483,2006/11/21,86.65,86.65,1,0,1,0,0,0,0,0
1484,2006/11/22,86.65,86.65,1,0,0,1,0,0,0,0
1485,2006/11/23,86.65,86.65,1,0,0,0,1,0,0,0
1486,2006/11/24,86.65,86.65,1,0,0,0,0,1,0,0
1487,2006/11/25,86.65,86.65,1,0,0,0,0,0,1,0
1488,2006/11/26,86.65,86.65,1,0,0,0,0,0,0,1
1489,2006/11/27,86.65,86.65,1,1,0,0,0,0,0,0
1490,2006/11/28,86.65,86.65,1,0,1,0,0,0,0,0
1491,2006/11/29,86.65,86.65,1,0,0,1,0,0,0,0
1492,2006/11/30,86.65,86.65,1,0,0,0,1,0,0,0
1493,2006/12/01,86.65,86.65,1,0,0,0,0,1,0,0
1494,2006/12/02,86.65,86.65,1,0,0,0,0,0,1,0
1495,2006/12/03,86.65,86.65,1,0,0,0,0,0,0,1
1496,2006/12/04,86.65,86.65,1,1,0,0,0,0,0,0
1497,2006/12/05,86.65,86.65,1,0,1,0,0,0,0,0
1498,2006/12/06,86.65,86.65,1,0,0,1,0,0,0,0
1499,2006/12/07,86.65,86.65,1,0,0,0,1,0,0,0
1500,2006/12/08,86.65,86.65,1,0,0,0,0,1,0,0
1501,2006/12/09,86.65,86.65,1,0,0,0,0,0,1,0
1502,2006/12/10,86.65,86.65,1,0,0,0,0,0,0,1
1503,2006/12/11,86.65,86.65,1,1,0,0,0,0,0,0
1504,2006/12/12,86.65,86.65,1,0,1,0,0,0,0,0
1505,2006/12/13,86.65,86.65,1,0,0,1,0,0,0,0
1506,2006/12/14,86.65,86.65,1,0,0,0,1,0,0,0
1507,2006/12/15,86.65,86.65,1,0,0,0,0,1,0,0
1508,2006/12/16,86.65,86.65,1,0,0,0,0,0,1,0
1509,2006/12/17,86.65,86.65,1,0,0,0,0,0,0,1
1510,2006/12/18,86.65,86.65,1,1,0,0,0,0,0,0
1511,2006/12/19,86.65,86.65,1,0,1,0,0,0,0,0
1512,2006/12/20,86.65,86.65,1,0,0,1,0,0,0,0
1513,2006/12/21,86.65,86.65,1,0,0,0,1,0,0,0
1514,2006/12/22,86.65,86.65,1,0,0,0,0,1,0,0
1515,2006/12/23,86.65,86.65,1,0,0,0,0,0,1,0
1516,2006/12/24,86.65,86.65,1,0,0,0,0,0,0,1
1517,2006/12/25,86.65,86.65,1,1,0,0,0,0,0,0
1518,2006/12/26,86.65,86.65,1,0,1,0,0,0,0,0
1519,2006/12/27,86.65,86.65,1,0,0,1,0,0,0,0
1520,2006/12/28,86.65,86.65,1,0,0,0,1,0,0,0
1521,2006/12/29,86.65,86.65,1,0,0,0,0,1,0,0
1522,2006/12/30,86.65,86.65,1,0,0,0,0,0,1,0
1523,2006/12/31,86.65,86.65,1,0,0,0,0,0,0,1
1524,2007/01/01,86.65,86.65,1,1,0,0,0,0,0,0
1525,2007/01/02,86.65,86.65,1,0,1,0,0,0,0,0
1526,2007/01/03,86.65,86.65,1,0,0,1,0,0,0,0
1527,2007/01/04,86.65,86.65,1,0,0,0,1,0,0,0
1528,2007/01/05,86.65,86.65,1,0,0,0,0,1,0,0
1529,2007/01/06,86.65,86.65,1,0,0,0,0,0,1,0
1530,2007/01/07,86.65,86.65,1,0,0,0,0,0,0,1
1531,2007/01/08,86.65,86.65,1,1,0,0,0,0,0,0
1532,2007/01/09,86.65,86.65,1,0,1,0,0,0,0,0
1533,2007/01/10,86.65,86.65,1,0,0,1,0,0,0,0
1534,2007/01/11,86.65,86.65,1,0,0,0,1,0,0,0
1535,2007/01/12,86.65,86.65,1,0,0,0,0,1,0,0
1536,2007/01/13,86.65,86.65,1,0,0,0,0,0,1,0
1537,2007/01/14,86.65,86.65,1,0,0,0,0,0,0,1
1538,2007/01/15,86.65,86.65,1,1,0,0,0,0,0,0
1539,2007/01/16,86.65,86.65,1,0,1,0,0,0,0,0
1540,2007/01/17,86.65,86.65,1,0,0,1,0,0,0,0
1541,2007/01/18,86.65,86.65,1,0,0,0,1,0,0,0
1542,2007/01/19,86.65,86.65,1,0,0,0,0,1,0,0
1543,2007/01/20,86.65,86.65,1,0,0,0,0,0,1,0
1544,2007/01/21,86.65,86.65,1,0,0,0,0,0,0,1
1545,2007/01/22,86.65,86.65,1,1,0,0,0,0,0,0
1546,2007/01/23,86.65,86.65,1,0,1,0,0,0,0,0
1547,2007/01/24,86.65,86.65,1,0,0,1,0,0,0,0
1548,2007/01/25,86.65,86.65,1,0,0,0,1,0,0,0
1549,2007/01/26,86.65,86.65,1,0,0,0,0,1,0,0
1550,2007/01/27,86.65,86.65,1,0,0,0,0,0,1,0
1551,2007/01/28,86.65,86.65,1,0,0,0,0,0,0,1
1552,2007/01/29,86.65,86.65,1,1,0,0,0,0,0,0
1553,2007/01/30,86.65,86.65,1,0,1,0,0,0,0,0
1554,2007/01/31,86.65,86.65,1,0,0,1,0,0,0,0
1555,2007/02/01,86.65,86.65,1,0,0,0,1,0,0,0
1556,2007/02/02,86.65,86.65,1,0,0,0,0,1,0,0
1557,2007/02/03,86.65,86.65,1,0,0,0,0,0,1,0
1558,2007/02/04,86.65,86.65,1,0,0,0,0,0,0,1
1559,2007/02/05,86.65,86.65,1,1,0,0,0,0,0,0
1560,2007/02/06,86.65,86.65,1,0,1,0,0,0,0,0
1561,2007/02/07,86.65,86.65,1,0,0,1,0,0,0,0
1562,2007/02/08,86.65,86.65,1,0,0,0,1,0,0,0
1563,2007/02/09,86.65,86.65,1,0,0,0,0,1,0,0
1564,2007/02/10,86.65,86.65,1,0,0,0,0,0,1,0
1565,2007/02/11,86.65,86.65,1,0,0,0,0,0,0,1
1566,2007/02/12,86.65,86.65,1,1,0,0,0,0,0,0
1567,2007/02/13,86.65,86.65,1,0,1,0,0,0,0,0
1568,2007/02/14,86.65,86.65,1,0,0,1,0,0,0,0
1569,2007/02/15,86.65,86.65,1,0,0,0,1,0,0,0
1570,2007/02/16,86.65,86.65,1,0,0,0,0,1,0,0
1571,2007/02/17,86.65,86.65,1,0,0,0,0,0,1,0
1572,2007/02/18,86.65,86.65,1,0,0,0,0,0,0,1
1573,2007/02/19,86.65,86.65,1,1,0,0,0,0,0,0
1574,2007/02/20,86.65,86.65,1,0,1,0,0,0,0,0
1575,2007/02/21,86.65,86.65,1,0,0,1,0,0,0,0
1576,2007/02/22,86.65,86.65,1,0,0,0,1,0,0,0
1577,2007/02/23,86.65,86.65,1,0,0,0,0,1,0,0
1578,2007/02/24,86.65,86.65,1,0,0,0,0,0,1,0
1579,2007/02/25,86.65,86.65,1,0,0,0,0,0,0,1
1580,2007/02/26,86.65,86.65,1,1,0,0,0,0,0,0
1581,2007/02/27,86.65,86.65,1,0,1,0,0,0,0,0
1582,2007/02/28,86.65,86.65,1,0,0,1,0,0,0,0
1583,2007/03/01,86.65,86.65,1,0,0,0,1,0,0,0
1584,2007/03/02,86.65,86.65,1,0,0,0,0,1,0,0
1585,2007/03/03,86.65,86.65,1,0,0,0,0,0,1,0
1586,2007/03/04,86.65,86.65,1,0,0,0,0,0,0,1
1587,2007/03/05,86.65,86.65,1,1,0,0,0,0,0,0
1588,2007/03/06,86.65,86.65,1,0,1,0,0,0,0,0
1589,2007/03/07,86.65,86.65,1,0,0,1,0,0,0,0
1590,2007/03/08,86.65,86.65,1,0,0,0,1,0,0,0
1591,2007/03/09,86.65,86.65,1,0,0,0,0,1,0,0
1592,2007/03/10,86.65,86.65,1,0,0,0,0,0,1,0
1593,2007/03/11,86.65,86.65,1,0,0,0,0,0,0,1
1594,2007/03/12,86.65,86.65,1,1,0,0,0,0,0,0
1595,2007/03/13,86.65,86.65,1,0,1,0,0,0,0,0
1596,2007/03/14,86.65,86.65,1,0,0,1,0,0,0,0
1597,2007/03/15,86.65,86.65,1,0,0,0,1,0,0,0
1598,2007/03/16,86.65,86.65,1,0,0,0,0,1,0,0
1599,2007/03/17,86.65,86.65,1,0,0,0,0,0,1,0
1600,2007/03/18,86.65,86.65,1,0,0,0,0,0,0,1
1601,2007/03/19,86.65,86.65,1,1,0,0,0,0,0,0
1602,2007/03/20,86.65,86.65,1,0,1,0,0,0,0,0
1603,2007/03/21,86.65,86.65,1,0,0,1,0,0,0,0
