ID,日期,开盘价,收盘价,是否缺失数据，1是0否,周一,周二,周三,周四,周五,周六,周日
1,2002/10/31,83.9,83.91,0,0,0,0,1,0,0,0
2,2002/11/01,84.5,84.51,0,0,0,0,0,1,0,0
3,2002/11/02,84.51,84.51,1,0,0,0,0,0,1,0
4,2002/11/03,84.51,84.51,1,0,0,0,0,0,0,1
5,2002/11/04,84.9,84.99,0,1,0,0,0,0,0,0
6,2002/11/05,85.1,85.13,0,0,1,0,0,0,0,0
7,2002/11/06,84.9,84.9,0,0,0,1,0,0,0,0
8,2002/11/07,85,85.14,0,0,0,0,1,0,0,0
9,2002/11/08,85.25,85.16,0,0,0,0,0,1,0,0
10,2002/11/09,85.16,85.16,1,0,0,0,0,0,1,0
11,2002/11/10,85.16,85.16,1,0,0,0,0,0,0,1
12,2002/11/11,85.18,85.19,0,1,0,0,0,0,0,0
13,2002/11/12,85.26,85.29,0,0,1,0,0,0,0,0
14,2002/11/13,85.7,85.99,0,0,0,1,0,0,0,0
15,2002/11/14,84.62,84.97,0,0,0,0,1,0,0,0
16,2002/11/15,85,85,0,0,0,0,0,1,0,0
17,2002/11/16,85,85,1,0,0,0,0,0,1,0
18,2002/11/17,85,85,1,0,0,0,0,0,0,1
19,2002/11/18,85.26,85.28,0,1,0,0,0,0,0,0
20,2002/11/19,84.85,85.22,0,0,1,0,0,0,0,0
21,2002/11/20,85.3,85,0,0,0,1,0,0,0,0
22,2002/11/21,84.78,85.04,0,0,0,0,1,0,0,0
23,2002/11/22,85.1,85.18,0,0,0,0,0,1,0,0
24,2002/11/23,85.18,85.18,1,0,0,0,0,0,1,0
25,2002/11/24,85.18,85.18,1,0,0,0,0,0,0,1
26,2002/11/25,85.21,85.39,0,1,0,0,0,0,0,0
27,2002/11/26,85.32,85.37,0,0,1,0,0,0,0,0
28,2002/11/27,85.4,85.52,0,0,0,1,0,0,0,0
29,2002/11/28,85.55,85.53,0,0,0,0,1,0,0,0
30,2002/11/29,85.53,85.53,1,0,0,0,0,1,0,0
31,2002/11/30,85.53,85.53,1,0,0,0,0,0,1,0
32,2002/12/01,85.53,85.53,1,0,0,0,0,0,0,1
33,2002/12/02,85.33,85.55,0,1,0,0,0,0,0,0
34,2002/12/03,85.5,85.55,0,0,1,0,0,0,0,0
35,2002/12/04,86,85.95,0,0,0,1,0,0,0,0
36,2002/12/05,86,85.95,0,0,0,0,1,0,0,0
37,2002/12/06,85.95,86.23,0,0,0,0,0,1,0,0
38,2002/12/07,86.23,86.23,1,0,0,0,0,0,1,0
39,2002/12/08,86.23,86.23,1,0,0,0,0,0,0,1
40,2002/12/09,86.69,86.55,0,1,0,0,0,0,0,0
41,2002/12/10,86.6,86.6,0,0,1,0,0,0,0,0
42,2002/12/11,86.55,86.32,0,0,0,1,0,0,0,0
43,2002/12/12,86.4,86.45,0,0,0,0,1,0,0,0
44,2002/12/13,87.84,87.9,0,0,0,0,0,1,0,0
45,2002/12/14,87.9,87.9,1,0,0,0,0,0,1,0
46,2002/12/15,87.9,87.9,1,0,0,0,0,0,0,1
47,2002/12/16,88.8,89.53,0,1,0,0,0,0,0,0
48,2002/12/17,89.8,90.11,0,0,1,0,0,0,0,0
49,2002/12/18,90.15,90.15,0,0,0,1,0,0,0,0
50,2002/12/19,91.62,93.66,0,0,0,0,1,0,0,0
51,2002/12/20,94,94.4,0,0,0,0,0,1,0,0
52,2002/12/21,94.4,94.4,1,0,0,0,0,0,1,0
53,2002/12/22,94.4,94.4,1,0,0,0,0,0,0,1
54,2002/12/23,93.8,93.44,0,1,0,0,0,0,0,0
55,2002/12/24,93.65,93.1,0,0,1,0,0,0,0,0
56,2002/12/25,93.2,93.05,0,0,0,1,0,0,0,0
57,2002/12/26,92.55,93.01,0,0,0,0,1,0,0,0
58,2002/12/27,93.8,93.61,0,0,0,0,0,1,0,0
59,2002/12/28,93.61,93.61,1,0,0,0,0,0,1,0
60,2002/12/29,93.61,93.61,1,0,0,0,0,0,0,1
61,2002/12/30,93.8,93.86,0,1,0,0,0,0,0,0
62,2002/12/31,93.35,92.79,0,0,1,0,0,0,0,0
63,2003/01/01,92.79,92.79,1,0,0,1,0,0,0,0
64,2003/01/02,93,92.87,0,0,0,0,1,0,0,0
65,2003/01/03,92.8,92.81,0,0,0,0,0,1,0,0
66,2003/01/04,92.81,92.81,1,0,0,0,0,0,1,0
67,2003/01/05,92.81,92.81,1,0,0,0,0,0,0,1
68,2003/01/06,93.99,93.95,0,1,0,0,0,0,0,0
69,2003/01/07,93.75,93.67,0,0,1,0,0,0,0,0
70,2003/01/08,93.6,93.37,0,0,0,1,0,0,0,0
71,2003/01/09,94.36,94.22,0,0,0,0,1,0,0,0
72,2003/01/10,94.38,94.2,0,0,0,0,0,1,0,0
73,2003/01/11,94.2,94.2,1,0,0,0,0,0,1,0
74,2003/01/12,94.2,94.2,1,0,0,0,0,0,0,1
75,2003/01/13,94.3,94.4,0,1,0,0,0,0,0,0
76,2003/01/14,94.75,94.8,0,0,1,0,0,0,0,0
77,2003/01/15,94.8,94.88,0,0,0,1,0,0,0,0
78,2003/01/16,89.78,89.85,0,0,0,0,1,0,0,0
79,2003/01/17,95.5,95.58,0,0,0,0,0,1,0,0
80,2003/01/18,95.58,95.58,1,0,0,0,0,0,1,0
81,2003/01/19,95.58,95.58,1,0,0,0,0,0,0,1
82,2003/01/20,95.58,95.58,1,1,0,0,0,0,0,0
83,2003/01/21,96,96.27,0,0,1,0,0,0,0,0
84,2003/01/22,97.5,97.42,0,0,0,1,0,0,0,0
85,2003/01/23,98.48,97.7,0,0,0,0,1,0,0,0
86,2003/01/24,98.3,97.98,0,0,0,0,0,1,0,0
87,2003/01/25,97.98,97.98,1,0,0,0,0,0,1,0
88,2003/01/26,97.98,97.98,1,0,0,0,0,0,0,1
89,2003/01/27,98.5,98.1,0,1,0,0,0,0,0,0
90,2003/01/28,98.12,97.24,0,0,1,0,0,0,0,0
91,2003/01/29,97.78,97.7,0,0,0,1,0,0,0,0
92,2003/01/30,97.7,97.7,1,0,0,0,1,0,0,0
93,2003/01/31,97.7,97.7,1,0,0,0,0,1,0,0
94,2003/02/01,97.7,97.7,1,0,0,0,0,0,1,0
95,2003/02/02,97.7,97.7,1,0,0,0,0,0,0,1
96,2003/02/03,97.7,97.7,1,1,0,0,0,0,0,0
97,2003/02/04,97.7,97.7,1,0,1,0,0,0,0,0
98,2003/02/05,97.7,97.7,1,0,0,1,0,0,0,0
99,2003/02/06,97.7,97.7,1,0,0,0,1,0,0,0
100,2003/02/07,97.7,97.7,1,0,0,0,0,1,0,0
101,2003/02/08,97.7,97.7,1,0,0,0,0,0,1,0
102,2003/02/09,97.7,97.7,1,0,0,0,0,0,0,1
103,2003/02/10,98.5,99.07,0,1,0,0,0,0,0,0
104,2003/02/11,97.55,97.41,0,0,1,0,0,0,0,0
105,2003/02/12,97.11,97.2,0,0,0,1,0,0,0,0
106,2003/02/13,94.1,94.36,0,0,0,0,1,0,0,0
107,2003/02/14,96.58,96.46,0,0,0,0,0,1,0,0
108,2003/02/15,96.46,96.46,1,0,0,0,0,0,1,0
109,2003/02/16,96.46,96.46,1,0,0,0,0,0,0,1
110,2003/02/17,92.5,93.22,0,1,0,0,0,0,0,0
111,2003/02/18,94,94.07,0,0,1,0,0,0,0,0
112,2003/02/19,93,93.43,0,0,0,1,0,0,0,0
113,2003/02/20,94.9,94.88,0,0,0,0,1,0,0,0
114,2003/02/21,95.5,95.19,0,0,0,0,0,1,0,0
115,2003/02/22,95.19,95.19,1,0,0,0,0,0,1,0
116,2003/02/23,95.19,95.19,1,0,0,0,0,0,0,1
117,2003/02/24,94.31,94.74,0,1,0,0,0,0,0,0
118,2003/02/25,96.5,95.74,0,0,1,0,0,0,0,0
119,2003/02/26,95.18,94.65,0,0,0,1,0,0,0,0
120,2003/02/27,95.3,94.93,0,0,0,0,1,0,0,0
121,2003/02/28,93.78,93.59,0,0,0,0,0,1,0,0
122,2003/03/01,93.59,93.59,1,0,0,0,0,0,1,0
123,2003/03/02,93.59,93.59,1,0,0,0,0,0,0,1
124,2003/03/03,93.28,93.02,0,1,0,0,0,0,0,0
125,2003/03/04,93.88,93.95,0,0,1,0,0,0,0,0
126,2003/03/05,95,94.93,0,0,0,1,0,0,0,0
127,2003/03/06,94.97,94.61,0,0,0,0,1,0,0,0
128,2003/03/07,94.9,94.89,0,0,0,0,0,1,0,0
129,2003/03/08,94.89,94.89,1,0,0,0,0,0,1,0
130,2003/03/09,94.89,94.89,1,0,0,0,0,0,0,1
131,2003/03/10,94.75,94.56,0,1,0,0,0,0,0,0
132,2003/03/11,94.8,94.26,0,0,1,0,0,0,0,0
133,2003/03/12,93.6,93.73,0,0,0,1,0,0,0,0
134,2003/03/13,92.5,92.76,0,0,0,0,1,0,0,0
135,2003/03/14,91.2,90.24,0,0,0,0,0,1,0,0
136,2003/03/15,90.24,90.24,1,0,0,0,0,0,1,0
137,2003/03/16,90.24,90.24,1,0,0,0,0,0,0,1
138,2003/03/17,92.3,92.15,0,1,0,0,0,0,0,0
139,2003/03/18,91.03,91.1,0,0,1,0,0,0,0,0
140,2003/03/19,91.1,91.1,1,0,0,1,0,0,0,0
141,2003/03/20,90,89.65,0,0,0,0,1,0,0,0
142,2003/03/21,89.8,90.15,0,0,0,0,0,1,0,0
143,2003/03/22,90.15,90.15,1,0,0,0,0,0,1,0
144,2003/03/23,90.15,90.15,1,0,0,0,0,0,0,1
145,2003/03/24,88.6,89.28,0,1,0,0,0,0,0,0
146,2003/03/25,89.78,89.85,0,0,1,0,0,0,0,0
147,2003/03/26,89.35,88.75,0,0,0,1,0,0,0,0
148,2003/03/27,89.25,89.09,0,0,0,0,1,0,0,0
149,2003/03/28,88.81,88.4,0,0,0,0,0,1,0,0
150,2003/03/29,88.4,88.4,1,0,0,0,0,0,1,0
151,2003/03/30,88.4,88.4,1,0,0,0,0,0,0,1
152,2003/03/31,89.3,89.35,0,1,0,0,0,0,0,0
153,2003/04/01,89.78,89.7,0,0,1,0,0,0,0,0
154,2003/04/02,89.7,89.01,0,0,0,1,0,0,0,0
155,2003/04/03,88.51,88.22,0,0,0,0,1,0,0,0
156,2003/04/04,87.5,86.81,0,0,0,0,0,1,0,0
157,2003/04/05,86.81,86.81,1,0,0,0,0,0,1,0
158,2003/04/06,86.81,86.81,1,0,0,0,0,0,0,1
159,2003/04/07,86.5,86.01,0,1,0,0,0,0,0,0
160,2003/04/08,86.89,86.01,0,0,1,0,0,0,0,0
161,2003/04/09,86.41,86.86,0,0,0,1,0,0,0,0
162,2003/04/10,87.45,87.41,0,0,0,0,1,0,0,0
163,2003/04/11,87.2,87.2,0,0,0,0,0,1,0,0
164,2003/04/12,87.2,87.2,1,0,0,0,0,0,1,0
165,2003/04/13,87.2,87.2,1,0,0,0,0,0,0,1
166,2003/04/14,87.4,87.3,0,1,0,0,0,0,0,0
167,2003/04/15,86.89,86.65,0,0,1,0,0,0,0,0
168,2003/04/16,86.65,86.65,1,0,0,1,0,0,0,0
169,2003/04/17,86.65,86.65,1,0,0,0,1,0,0,0
170,2003/04/18,86.65,86.65,1,0,0,0,0,1,0,0
171,2003/04/19,86.65,86.65,1,0,0,0,0,0,1,0
172,2003/04/20,86.65,86.65,1,0,0,0,0,0,0,1
173,2003/04/21,86.65,86.65,1,1,0,0,0,0,0,0
174,2003/04/22,86.65,86.65,1,0,1,0,0,0,0,0
175,2003/04/23,86.65,86.65,1,0,0,1,0,0,0,0
176,2003/04/24,86.65,86.65,1,0,0,0,1,0,0,0
177,2003/04/25,86.65,86.65,1,0,0,0,0,1,0,0
178,2003/04/26,86.65,86.65,1,0,0,0,0,0,1,0
179,2003/04/27,86.65,86.65,1,0,0,0,0,0,0,1
180,2003/04/28,86.65,86.65,1,1,0,0,0,0,0,0
181,2003/04/29,86.65,86.65,1,0,1,0,0,0,0,0
182,2003/04/30,86.65,86.65,1,0,0,1,0,0,0,0
183,2003/05/01,86.65,86.65,1,0,0,0,1,0,0,0
184,2003/05/02,86.65,86.65,1,0,0,0,0,1,0,0
185,2003/05/03,86.65,86.65,1,0,0,0,0,0,1,0
186,2003/05/04,86.65,86.65,1,0,0,0,0,0,0,1
187,2003/05/05,86.65,86.65,1,1,0,0,0,0,0,0
188,2003/05/06,86.65,86.65,1,0,1,0,0,0,0,0
189,2003/05/07,86.65,86.65,1,0,0,1,0,0,0,0
190,2003/05/08,86.65,86.65,1,0,0,0,1,0,0,0
191,2003/05/09,86.65,86.65,1,0,0,0,0,1,0,0
192,2003/05/10,86.65,86.65,1,0,0,0,0,0,1,0
193,2003/05/11,86.65,86.65,1,0,0,0,0,0,0,1
194,2003/05/12,86.65,86.65,1,1,0,0,0,0,0,0
195,2003/05/13,86.65,86.65,1,0,1,0,0,0,0,0
196,2003/05/14,86.65,86.65,1,0,0,1,0,0,0,0
197,2003/05/15,86.65,86.65,1,0,0,0,1,0,0,0
198,2003/05/16,86.65,86.65,1,0,0,0,0,1,0,0
199,2003/05/17,86.65,86.65,1,0,0,0,0,0,1,0
200,2003/05/18,86.65,86.65,1,0,0,0,0,0,0,1
201,2003/05/19,86.65,86.65,1,1,0,0,0,0,0,0
202,2003/05/20,86.65,86.65,1,0,1,0,0,0,0,0
203,2003/05/21,86.65,86.65,1,0,0,1,0,0,0,0
204,2003/05/22,86.65,86.65,1,0,0,0,1,0,0,0
205,2003/05/23,86.65,86.65,1,0,0,0,0,1,0,0
206,2003/05/24,86.65,86.65,1,0,0,0,0,0,1,0
207,2003/05/25,86.65,86.65,1,0,0,0,0,0,0,1
208,2003/05/26,86.65,86.65,1,1,0,0,0,0,0,0
209,2003/05/27,86.65,86.65,1,0,1,0,0,0,0,0
210,2003/05/28,86.65,86.65,1,0,0,1,0,0,0,0
211,2003/05/29,86.65,86.65,1,0,0,0,1,0,0,0
212,2003/05/30,86.65,86.65,1,0,0,0,0,1,0,0
213,2003/05/31,86.65,86.65,1,0,0,0,0,0,1,0
214,2003/06/01,86.65,86.65,1,0,0,0,0,0,0,1
215,2003/06/02,86.65,86.65,1,1,0,0,0,0,0,0
216,2003/06/03,86.65,86.65,1,0,1,0,0,0,0,0
217,2003/06/04,86.65,86.65,1,0,0,1,0,0,0,0
218,2003/06/05,86.65,86.65,1,0,0,0,1,0,0,0
219,2003/06/06,86.65,86.65,1,0,0,0,0,1,0,0
220,2003/06/07,86.65,86.65,1,0,0,0,0,0,1,0
221,2003/06/08,86.65,86.65,1,0,0,0,0,0,0,1
222,2003/06/09,86.65,86.65,1,1,0,0,0,0,0,0
223,2003/06/10,86.65,86.65,1,0,1,0,0,0,0,0
224,2003/06/11,86.65,86.65,1,0,0,1,0,0,0,0
225,2003/06/12,86.65,86.65,1,0,0,0,1,0,0,0
226,2003/06/13,86.65,86.65,1,0,0,0,0,1,0,0
227,2003/06/14,86.65,86.65,1,0,0,0,0,0,1,0
228,2003/06/15,86.65,86.65,1,0,0,0,0,0,0,1
229,2003/06/16,86.65,86.65,1,1,0,0,0,0,0,0
230,2003/06/17,86.65,86.65,1,0,1,0,0,0,0,0
231,2003/06/18,86.65,86.65,1,0,0,1,0,0,0,0
232,2003/06/19,86.65,86.65,1,0,0,0,1,0,0,0
233,2003/06/20,86.65,86.65,1,0,0,0,0,1,0,0
234,2003/06/21,86.65,86.65,1,0,0,0,0,0,1,0
235,2003/06/22,86.65,86.65,1,0,0,0,0,0,0,1
236,2003/06/23,86.65,86.65,1,1,0,0,0,0,0,0
237,2003/06/24,86.65,86.65,1,0,1,0,0,0,0,0
238,2003/06/25,86.65,86.65,1,0,0,1,0,0,0,0
239,2003/06/26,86.65,86.65,1,0,0,0,1,0,0,0
240,2003/06/27,86.65,86.65,1,0,0,0,0,1,0,0
241,2003/06/28,86.65,86.65,1,0,0,0,0,0,1,0
242,2003/06/29,86.65,86.65,1,0,0,0,0,0,0,1
243,2003/06/30,86.65,86.65,1,1,0,0,0,0,0,0
244,2003/07/01,86.65,86.65,1,0,1,0,0,0,0,0
245,2003/07/02,86.65,86.65,1,0,0,1,0,0,0,0
246,2003/07/03,86.65,86.65,1,0,0,0,1,0,0,0
247,2003/07/04,86.65,86.65,1,0,0,0,0,1,0,0
248,2003/07/05,86.65,86.65,1,0,0,0,0,0,1,0
249,2003/07/06,86.65,86.65,1,0,0,0,0,0,0,1
250,2003/07/07,86.65,86.65,1,1,0,0,0,0,0,0
251,2003/07/08,86.65,86.65,1,0,1,0,0,0,0,0
252,2003/07/09,86.65,86.65,1,0,0,1,0,0,0,0
253,2003/07/10,86.65,86.65,1,0,0,0,1,0,0,0
254,2003/07/11,86.65,86.65,1,0,0,0,0,1,0,0
255,2003/07/12,86.65,86.65,1,0,0,0,0,0,1,0
256,2003/07/13,86.65,86.65,1,0,0,0,0,0,0,1
257,2003/07/14,86.65,86.65,1,1,0,0,0,0,0,0
258,2003/07/15,86.65,86.65,1,0,1,0,0,0,0,0
259,2003/07/16,86.65,86.65,1,0,0,1,0,0,0,0
260,2003/07/17,86.65,86.65,1,0,0,0,1,0,0,0
261,2003/07/18,86.65,86.65,1,0,0,0,0,1,0,0
262,2003/07/19,86.65,86.65,1,0,0,0,0,0,1,0
263,2003/07/20,86.65,86.65,1,0,0,0,0,0,0,1
264,2003/07/21,86.65,86.65,1,1,0,0,0,0,0,0
265,2003/07/22,86.65,86.65,1,0,1,0,0,0,0,0
266,2003/07/23,86.65,86.65,1,0,0,1,0,0,0,0
267,2003/07/24,86.65,86.65,1,0,0,0,1,0,0,0
268,2003/07/25,86.65,86.65,1,0,0,0,0,1,0,0
269,2003/07/26,86.65,86.65,1,0,0,0,0,0,1,0
270,2003/07/27,86.65,86.65,1,0,0,0,0,0,0,1
271,2003/07/28,86.65,86.65,1,1,0,0,0,0,0,0
272,2003/07/29,86.65,86.65,1,0,1,0,0,0,0,0
273,2003/07/30,86.65,86.65,1,0,0,1,0,0,0,0
274,2003/07/31,86.65,86.65,1,0,0,0,1,0,0,0
275,2003/08/01,86.65,86.65,1,0,0,0,0,1,0,0
276,2003/08/02,86.65,86.65,1,0,0,0,0,0,1,0
277,2003/08/03,86.65,86.65,1,0,0,0,0,0,0,1
278,2003/08/04,86.65,86.65,1,1,0,0,0,0,0,0
279,2003/08/05,86.65,86.65,1,0,1,0,0,0,0,0
280,2003/08/06,86.65,86.65,1,0,0,1,0,0,0,0
281,2003/08/07,86.65,86.65,1,0,0,0,1,0,0,0
282,2003/08/08,86.65,86.65,1,0,0,0,0,1,0,0
283,2003/08/09,86.65,86.65,1,0,0,0,0,0,1,0
284,2003/08/10,86.65,86.65,1,0,0,0,0,0,0,1
285,2003/08/11,86.65,86.65,1,1,0,0,0,0,0,0
286,2003/08/12,86.65,86.65,1,0,1,0,0,0,0,0
287,2003/08/13,86.65,86.65,1,0,0,1,0,0,0,0
288,2003/08/14,86.65,86.65,1,0,0,0,1,0,0,0
289,2003/08/15,86.65,86.65,1,0,0,0,0,1,0,0
290,2003/08/16,86.65,86.65,1,0,0,0,0,0,1,0
291,2003/08/17,86.65,86.65,1,0,0,0,0,0,0,1
292,2003/08/18,86.65,86.65,1,1,0,0,0,0,0,0
293,2003/08/19,86.65,86.65,1,0,1,0,0,0,0,0
294,2003/08/20,86.65,86.65,1,0,0,1,0,0,0,0
295,2003/08/21,86.65,86.65,1,0,0,0,1,0,0,0
296,2003/08/22,86.65,86.65,1,0,0,0,0,1,0,0
297,2003/08/23,86.65,86.65,1,0,0,0,0,0,1,0
298,2003/08/24,86.65,86.65,1,0,0,0,0,0,0,1
299,2003/08/25,86.65,86.65,1,1,0,0,0,0,0,0
300,2003/08/26,86.65,86.65,1,0,1,0,0,0,0,0
301,2003/08/27,86.65,86.65,1,0,0,1,0,0,0,0
302,2003/08/28,86.65,86.65,1,0,0,0,1,0,0,0
303,2003/08/29,86.65,86.65,1,0,0,0,0,1,0,0
304,2003/08/30,86.65,86.65,1,0,0,0,0,0,1,0
305,2003/08/31,86.65,86.65,1,0,0,0,0,0,0,1
306,2003/09/01,86.65,86.65,1,1,0,0,0,0,0,0
307,2003/09/02,86.65,86.65,1,0,1,0,0,0,0,0
308,2003/09/03,86.65,86.65,1,0,0,1,0,0,0,0
309,2003/09/04,86.65,86.65,1,0,0,0,1,0,0,0
310,2003/09/05,86.65,86.65,1,0,0,0,0,1,0,0
311,2003/09/06,86.65,86.65,1,0,0,0,0,0,1,0
312,2003/09/07,86.65,86.65,1,0,0,0,0,0,0,1
313,2003/09/08,86.65,86.65,1,1,0,0,0,0,0,0
314,2003/09/09,86.65,86.65,1,0,1,0,0,0,0,0
315,2003/09/10,86.65,86.65,1,0,0,1,0,0,0,0
316,2003/09/11,86.65,86.65,1,0,0,0,1,0,0,0
317,2003/09/12,86.65,86.65,1,0,0,0,0,1,0,0
318,2003/09/13,86.65,86.65,1,0,0,0,0,0,1,0
319,2003/09/14,86.65,86.65,1,0,0,0,0,0,0,1
320,2003/09/15,86.65,86.65,1,1,0,0,0,0,0,0
321,2003/09/16,86.65,86.65,1,0,1,0,0,0,0,0
322,2003/09/17,86.65,86.65,1,0,0,1,0,0,0,0
323,2003/09/18,86.65,86.65,1,0,0,0,1,0,0,0
324,2003/09/19,86.65,86.65,1,0,0,0,0,1,0,0
325,2003/09/20,86.65,86.65,1,0,0,0,0,0,1,0
326,2003/09/21,86.65,86.65,1,0,0,0,0,0,0,1
327,2003/09/22,86.65,86.65,1,1,0,0,0,0,0,0
328,2003/09/23,86.65,86.65,1,0,1,0,0,0,0,0
329,2003/09/24,86.65,86.65,1,0,0,1,0,0,0,0
330,2003/09/25,86.65,86.65,1,0,0,0,1,0,0,0
331,2003/09/26,86.65,86.65,1,0,0,0,0,1,0,0
332,2003/09/27,86.65,86.65,1,0,0,0,0,0,1,0
333,2003/09/28,86.65,86.65,1,0,0,0,0,0,0,1
334,2003/09/29,86.65,86.65,1,1,0,0,0,0,0,0
335,2003/09/30,86.65,86.65,1,0,1,0,0,0,0,0
336,2003/10/01,86.65,86.65,1,0,0,1,0,0,0,0
337,2003/10/02,86.65,86.65,1,0,0,0,1,0,0,0
338,2003/10/03,86.65,86.65,1,0,0,0,0,1,0,0
339,2003/10/04,86.65,86.65,1,0,0,0,0,0,1,0
340,2003/10/05,86.65,86.65,1,0,0,0,0,0,0,1
341,2003/10/06,86.65,86.65,1,1,0,0,0,0,0,0
342,2003/10/07,86.65,86.65,1,0,1,0,0,0,0,0
343,2003/10/08,86.65,86.65,1,0,0,1,0,0,0,0
344,2003/10/09,86.65,86.65,1,0,0,0,1,0,0,0
345,2003/10/10,86.65,86.65,1,0,0,0,0,1,0,0
346,2003/10/11,86.65,86.65,1,0,0,0,0,0,1,0
347,2003/10/12,86.65,86.65,1,0,0,0,0,0,0,1
348,2003/10/13,86.65,86.65,1,1,0,0,0,0,0,0
349,2003/10/14,86.65,86.65,1,0,1,0,0,0,0,0
350,2003/10/15,86.65,86.65,1,0,0,1,0,0,0,0
351,2003/10/16,86.65,86.65,1,0,0,0,1,0,0,0
352,2003/10/17,86.65,86.65,1,0,0,0,0,1,0,0
353,2003/10/18,86.65,86.65,1,0,0,0,0,0,1,0
354,2003/10/19,86.65,86.65,1,0,0,0,0,0,0,1
355,2003/10/20,86.65,86.65,1,1,0,0,0,0,0,0
356,2003/10/21,86.65,86.65,1,0,1,0,0,0,0,0
357,2003/10/22,86.65,86.65,1,0,0,1,0,0,0,0
358,2003/10/23,86.65,86.65,1,0,0,0,1,0,0,0
359,2003/10/24,86.65,86.65,1,0,0,0,0,1,0,0
360,2003/10/25,86.65,86.65,1,0,0,0,0,0,1,0
361,2003/10/26,86.65,86.65,1,0,0,0,0,0,0,1
362,2003/10/27,86.65,86.65,1,1,0,0,0,0,0,0
363,2003/10/28,86.65,86.65,1,0,1,0,0,0,0,0
364,2003/10/29,86.65,86.65,1,0,0,1,0,0,0,0
365,2003/10/30,86.65,86.65,1,0,0,0,1,0,0,0
366,2003/10/31,86.65,86.65,1,0,0,0,0,1,0,0
367,2003/11/01,86.65,86.65,1,0,0,0,0,0,1,0
368,2003/11/02,86.65,86.65,1,0,0,0,0,0,0,1
369,2003/11/03,86.65,86.65,1,1,0,0,0,0,0,0
370,2003/11/04,86.65,86.65,1,0,1,0,0,0,0,0
371,2003/11/05,86.65,86.65,1,0,0,1,0,0,0,0
372,2003/11/06,86.65,86.65,1,0,0,0,1,0,0,0
373,2003/11/07,86.65,86.65,1,0,0,0,0,1,0,0
374,2003/11/08,86.65,86.65,1,0,0,0,0,0,1,0
375,2003/11/09,86.65,86.65,1,0,0,0,0,0,0,1
376,2003/11/10,86.65,86.65,1,1,0,0,0,0,0,0
377,2003/11/11,86.65,86.65,1,0,1,0,0,0,0,0
378,2003/11/12,86.65,86.65,1,0,0,1,0,0,0,0
379,2003/11/13,86.65,86.65,1,0,0,0,1,0,0,0
380,2003/11/14,86.65,86.65,1,0,0,0,0,1,0,0
381,2003/11/15,86.65,86.65,1,0,0,0,0,0,1,0
382,2003/11/16,86.65,86.65,1,0,0,0,0,0,0,1
383,2003/11/17,86.65,86.65,1,1,0,0,0,0,0,0
384,2003/11/18,86.65,86.65,1,0,1,0,0,0,0,0
385,2003/11/19,86.65,86.65,1,0,0,1,0,0,0,0
386,2003/11/20,86.65,86.65,1,0,0,0,1,0,0,0
387,2003/11/21,86.65,86.65,1,0,0,0,0,1,0,0
388,2003/11/22,86.65,86.65,1,0,0,0,0,0,1,0
389,2003/11/23,86.65,86.65,1,0,0,0,0,0,0,1
390,2003/11/24,86.65,86.65,1,1,0,0,0,0,0,0
391,2003/11/25,86.65,86.65,1,0,1,0,0,0,0,0
392,2003/11/26,86.65,86.65,1,0,0,1,0,0,0,0
393,2003/11/27,86.65,86.65,1,0,0,0,1,0,0,0
394,2003/11/28,86.65,86.65,1,0,0,0,0,1,0,0
395,2003/11/29,86.65,86.65,1,0,0,0,0,0,1,0
396,2003/11/30,86.65,86.65,1,0,0,0,0,0,0,1
397,2003/12/01,86.65,86.65,1,1,0,0,0,0,0,0
398,2003/12/02,86.65,86.65,1,0,1,0,0,0,0,0
399,2003/12/03,86.65,86.65,1,0,0,1,0,0,0,0
400,2003/12/04,86.65,86.65,1,0,0,0,1,0,0,0
401,2003/12/05,86.65,86.65,1,0,0,0,0,1,0,0
402,2003/12/06,86.65,86.65,1,0,0,0,0,0,1,0
403,2003/12/07,86.65,86.65,1,0,0,0,0,0,0,1
404,2003/12/08,86.65,86.65,1,1,0,0,0,0,0,0
405,2003/12/09,86.65,86.65,1,0,1,0,0,0,0,0
406,2003/12/10,86.65,86.65,1,0,0,1,0,0,0,0
407,2003/12/11,86.65,86.65,1,0,0,0,1,0,0,0
408,2003/12/12,86.65,86.65,1,0,0,0,0,1,0,0
409,2003/12/13,86.65,86.65,1,0,0,0,0,0,1,0
410,2003/12/14,86.65,86.65,1,0,0,0,0,0,0,1
411,2003/12/15,86.65,86.65,1,1,0,0,0,0,0,0
412,2003/12/16,86.65,86.65,1,0,1,0,0,0,0,0
413,2003/12/17,86.65,86.65,1,0,0,1,0,0,0,0
414,2003/12/18,86.65,86.65,1,0,0,0,1,0,0,0
415,2003/12/19,86.65,86.65,1,0,0,0,0,1,0,0
416,2003/12/20,86.65,86.65,1,0,0,0,0,0,1,0
417,2003/12/21,86.65,86.65,1,0,0,0,0,0,0,1
418,2003/12/22,86.65,86.65,1,1,0,0,0,0,0,0
419,2003/12/23,86.65,86.65,1,0,1,0,0,0,0,0
420,2003/12/24,86.65,86.65,1,0,0,1,0,0,0,0
421,2003/12/25,86.65,86.65,1,0,0,0,1,0,0,0
422,2003/12/26,86.65,86.65,1,0,0,0,0,1,0,0
423,2003/12/27,86.65,86.65,1,0,0,0,0,0,1,0
